,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
52465,PG57270,"Molière - Œuvres complètes, Tome 4",Molière,1622.0,1673.0,['fr'],52,{'French drama -- 17th century'},
52473,PG57278,青樓夢,"Yu, Da",,1884.0,['zh'],19,"{'Chinese fiction -- Qing dynasty, 1644-1912'}",
52474,PG57279,Se oli sallittu,"Calamnius, Edvin",1864.0,1927.0,['fi'],4,{'Finnish fiction -- 19th century'},
52477,PG57281,Morsiusmarssi,"Bjørnson, Bjørnstjerne",1832.0,1910.0,['fi'],0,{'Norwegian fiction -- Translations into Finnish'},
52478,PG57282,Konstantinopelin valloitus: Kertomus Turkin vallan perustamisajoilta kansalle ja nuorisolle,"Horn, W. O. von",1798.0,1867.0,['fi'],1,"{'Istanbul (Turkey) -- History -- Siege, 1453 -- Fiction'}",
52481,PG57285,Uroita: Kreikkalaisia sankaritaruja,"Kingsley, Charles",1819.0,1875.0,['fi'],6,"{'Mythology, Greek -- Juvenile literature'}",
52482,PG57286,Käy laatuun,"Almqvist, C. J. L. (Carl Jonas Love)",1793.0,1866.0,['fi'],1,{'Sweden -- Fiction'},
52490,PG57293,Ein livländisch Herz: Katharina I. von Russland; geschichtlicher Roman,"Freimark, Hans",1881.0,1945.0,['de'],13,"{'Catherine I, Empress of Russia, 1684-1727 -- Fiction'}",
52502,PG57303,La Divina Comedia,Dante Alighieri,1265.0,1321.0,['es'],369,"{'Epic poetry, Italian -- Adaptations', 'Dante Alighieri, 1265-1321 -- Adaptations'}",
52534,PG57332,Ants Raudjalg: Virolainen kertomus,"Kallas, Aino",1878.0,1956.0,['fi'],1,"{'Estonia -- Fiction', 'Finnish fiction -- 20th century'}",
52540,PG57338,Villipeto,"London, Jack",1876.0,1916.0,['fi'],2,"{'Boxing stories', 'Boxers (Sports) -- Fiction'}",
52549,PG57346,Streifzüge im Süden: Reiseskizzen aus Italien und Tunis,"Freund, Erich",,,['de'],13,"{'Tunis (Tunisia) -- Description and travel', 'Italy -- Description and travel'}",
52555,PG57351,Punainen leski: Romaani,"Elvestad, Sven",1884.0,1934.0,['fi'],1,"{'Norwegian fiction -- Translations into Finnish', 'Detective and mystery stories', 'Krag, Asbjørn (Fictitious character) -- Fiction'}",
52557,PG57353,A tengerszemü hölgy,"Jókai, Mór",1825.0,1904.0,['hu'],27,{'Hungarian fiction -- 19th century'},
52561,PG57357,Svenska folk-sagor och äfventyr. Första delen (häfte 1 och häfte 2),,,,['sv'],47,"{'Fairy tales', 'Folklore -- Sweden', 'Tales -- Sweden', 'Legends, Swedish'}",
52565,PG57360,"Machado de Assis, Son Oeuvre Littéraire","Lima, Oliveira",1867.0,1928.0,['fr'],24,"{'Machado de Assis, 1839-1908 -- Criticism and interpretation'}",
52568,PG57363,Rienzi: Rooman viimeinen tribuuni,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,['fi'],6,"{'Rienzo, Cola di, -1354 -- Fiction', 'Biographical fiction'}",
52572,PG57367,Freiluftleben,"Nansen, Fridtjof",1861.0,1930.0,['de'],22,{'Outdoor life'},
52573,PG57368,Apotti Tigrane,"Fabre, Ferdinand",1827.0,1898.0,['fi'],2,{'French fiction -- Translations into Finnish'},
52579,PG57373,"Œuvres complètes de Gustave Flaubert, tome 5: La tentation de saint Antoine","Flaubert, Gustave",1821.0,1880.0,['fr'],39,"{'Egypt -- Fiction', 'Anthony, of Egypt, Saint, approximately 250-355 or 356 -- Fiction', 'Biographical fiction', 'Christian saints -- Fiction', 'Christian fiction'}",
52583,PG57377,Muinais-tiedustuksia Pohjanperiltä,"Calamnius, J. W. (Johan Wiktor)",1838.0,1891.0,['fi'],3,{'Finland -- Description and travel'},
52584,PG57378,Kuninkaitten aarteet,"Ruskin, John",1819.0,1900.0,['fi'],3,{'Books and reading -- Great Britain'},
52593,PG57386,Kahden reportterin seikkailut: Seikkailuromaani,"Karila, Olli",1897.0,1936.0,['fi'],2,"{'Adventure stories', 'Finnish fiction -- 20th century'}",
52595,PG57388,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 6, De La Isla De Cuba, III",,,,['es'],19,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",
52602,PG57394,A czigánybáró; Minden poklokon keresztül,"Jókai, Mór",1825.0,1904.0,['hu'],17,{'Hungarian fiction -- 19th century'},
52608,PG5739,Korean—English Dictionary,"Kuperman, Leon",,,"['en', 'ko']",1344,{'Korean language -- Dictionaries -- English'},
52613,PG57403,The Letters of a Portuguese Nun,"Guilleragues, Gabriel Joseph de Lavergne, vicomte de",1628.0,1685.0,"['en', 'fr']",102,"{'Epistolary fiction', 'Alcoforado, Mariana, 1640-1723 -- Fiction'}",
52620,PG5740,Tractatus Logico-Philosophicus,"Wittgenstein, Ludwig",1889.0,1951.0,"['de', 'en']",3579,"{'Language and languages -- Philosophy', 'Logic, Symbolic and mathematical'}",
52623,PG57412,Etwas von den Wurzelkindern,"Olfers, Sibylle",1881.0,1916.0,['de'],22,"{'Nature -- Juvenile fiction', 'Picture books for children', 'Spring -- Juvenile fiction'}",
52625,PG57414,Rákóczy fia: Regény,"Jókai, Mór",1825.0,1904.0,['hu'],6,{'Hungarian fiction -- 19th century'},
52630,PG57419,La guerre,"Mauclair, Camille",1872.0,1945.0,['fr'],31,"{'World War, 1914-1918 -- Art and the war', 'War in art', 'Steinlen, Théophile Alexandre, 1859-1923'}",
52632,PG57420,Bêtes et gens qui s'aimèrent,"Farrère, Claude",1876.0,1957.0,['fr'],13,"{'Short stories, French', 'French fiction -- 20th century'}",
52637,PG57425,La Hyène Enragée,"Loti, Pierre",1850.0,1923.0,['fr'],15,"{'World War, 1914-1918'}",
52641,PG57429,Nouveaux Pastels (Dix portraits d'hommes),"Bourget, Paul",1852.0,1935.0,['fr'],13,{'French literature -- 19th century'},
52643,PG57430,Œuvres complètes de Guy de Maupassant - volume 13,"Maupassant, Guy de",1850.0,1893.0,['fr'],59,{'French literature -- 19th century'},
52662,PG57448,Meditaciones del Quijote,"Ortega y Gasset, José",1883.0,1955.0,['es'],79,"{'Aesthetics', 'Cervantes Saavedra, Miguel de, 1547-1616. Don Quixote', 'Fiction'}",
52663,PG57449,"Le Whip-Poor-Will, ou, les pionniers de l'Orégon","Bouis, Amédée",,,['fr'],7,"{'Frontier and pioneer life -- Oregon -- Fiction', 'Indians of North America -- Oregon -- Fiction'}",
52669,PG57454,"Mémoires de Garibaldi, tome 2/2","Dumas, Alexandre",1802.0,1870.0,['fr'],27,"{'Revolutionaries -- Italy -- Biography', 'Garibaldi, Giuseppe, 1807-1882', 'Italy -- History -- 1815-1870', 'Statesmen -- Italy -- Biography', 'Generals -- Italy -- Biography'}",
52677,PG57461,Ed. Manet: étude biographique et critique,"Zola, Émile",1840.0,1902.0,['fr'],18,"{'Manet, Édouard, 1832-1883'}",
52681,PG57465,König Löwes Hochzeitsschmaus,"Olfers, Sibylle",1881.0,1916.0,['de'],14,"{'Stories in rhyme', ""Children's stories"", 'Lion -- Juvenile fiction', 'Picture books for children', 'Animals -- Juvenile fiction'}",
52694,PG57477,A láthatatlan ember: Regény,"Gárdonyi, Géza",1863.0,1922.0,['hu'],51,"{'Huns -- Fiction', 'Attila, -453 -- Fiction', 'Europe -- History -- To 476 -- Fiction'}",
52712,PG57495,Visser's Nederlandsch-Indisch Vegetarisch Kookboek,"Catenius-van der Meijden, J. M. J.",1860.0,1926.0,['nl'],25,"{'Cooking (Vegetables)', 'Cooking, Dutch', 'Cooking, Indonesian', 'Vegetarianism'}",
52716,PG57499,Femtio fabler för barn,"Hey, Wilhelm",1789.0,1854.0,['sv'],21,"{""Children's poetry"", 'Fables, German -- Translations into Swedish'}",
52724,PG57505,El tratado de la pintura,"Alberti, Leon Battista",1404.0,1472.0,['es'],142,"{'Leonardo, da Vinci, 1452-1519', 'Painting -- Early works to 1800', 'Alberti, Leon Battista, 1404-1472'}",
52725,PG57506,"Oeuvres complètes de Charles Péguy, Oeuvres de poésie (tome 6): Le Mystère des Saints Innocents; La tapisserie de sainte Geneviève et de Jeanne d'Arc; La tapisserie de Notre-Dame.","Péguy, Charles",1873.0,1914.0,['fr'],128,"{'French literature', 'French poetry'}",
52736,PG57516,Die Pharisäer: Ein Beitrag zum leichern Verstehen der Evangelien und zur Selbstprüfung,"Wirth, Michael",1788.0,1832.0,['de'],9,{'Pharisees'},
52739,PG57519,A fekete vér; Lenczi fráter,"Jókai, Mór",1825.0,1904.0,['hu'],18,{'Hungarian fiction -- 19th century'},
52746,PG57525,"Œuvres complètes de Gustave Flaubert, tome 6: Trois contes, suivis de mélanges inédits","Flaubert, Gustave",1821.0,1880.0,['fr'],34,"{'Short stories, French', 'French literature -- 19th century', 'French fiction -- 19th century'}",
52756,PG57534,"Kynällä ja kiväärillä: ""Sissin"" itsenäisyys- ja vapaustaistelumme ajalta","Railo, Eino",1884.0,1948.0,['fi'],3,"{'Finland -- History -- Revolution, 1917-1918', 'Finland -- History -- Autonomy and independence movements'}",
52770,PG57547,Introduction à la méthode de Léonard de Vinci,"Valéry, Paul",1871.0,1945.0,['fr'],50,"{'Leonardo, da Vinci, 1452-1519'}",
52772,PG57549,"Annali d'Italia, vol. 7: dal principio dell'era volgare sino all'anno 1750","Muratori, Lodovico Antonio",1672.0,1750.0,['it'],14,{'Italy -- History'},
52774,PG57550,El Folk-lore Filipino (Tomo I),"Reyes y Florentino, Isabelo de los",1864.0,1938.0,['es'],56,"{'Folklore -- Philippines', 'Philippines -- Social life and customs'}",
52776,PG57552,Dyre Rein: Kertomus isoisän isän talosta,"Lie, Jonas",1833.0,1908.0,['fi'],0,{'Norwegian fiction -- Translations into Finnish'},
52777,PG57553,Hagarin poika,"Caine, Hall, Sir",1853.0,1931.0,['fi'],2,"{'London (England) -- Fiction', 'Cumberland (England) -- Fiction', 'English fiction'}",
52781,PG57557,Hekuban tyttäret: Romaani,"Viebig, Clara",1860.0,1952.0,['fi'],5,{'German fiction -- Translations into Finnish'},
52786,PG57561,Guida pei monti della Brianza e per le terre circonvicine,"Cantù, Ignazio",1810.0,1877.0,['it'],14,{'Brianza (Italy) -- Description and travel'},
52790,PG57565,"Le tragedie, gl'inni sacri e le odi di Alessandro Manzoni","Manzoni, Alessandro",1785.0,1873.0,['it'],62,"{'Italian poetry', 'Italian drama'}",
52792,PG57567,Œuvres complètes de Guy de Maupassant - volume 14,"Maupassant, Guy de",1850.0,1893.0,['fr'],21,{'French literature -- 19th century'},
52797,PG57571,Älä hellitä!,"Lie, Jonas",1833.0,1908.0,['fi'],3,{'Norwegian fiction -- Translations into Finnish'},
52798,PG57572,Maanalaiset: Seikkailuromaani kapinahankkeiden vakoilusta,"Karila, Olli",1897.0,1936.0,['fi'],0,"{'Adventure stories', 'Finnish fiction -- 20th century'}",
52804,PG57578,A Noszty fiu esete Tóth Marival (1. kötet),"Mikszáth, Kálmán",1847.0,1910.0,['hu'],16,{'Hungarian fiction -- 20th century'},
52805,PG57579,A Noszty fiu esete Tóth Marival (2. kötet),"Mikszáth, Kálmán",1847.0,1910.0,['hu'],23,{'Hungarian fiction -- 20th century'},
52811,PG57584,The Book of the Homeless (Le livre des sans-foyer),,,,"['en', 'fr']",310,"{'World War, 1914-1918'}",
52818,PG57590,La verdad sospechosa,"Ruiz de Alarcón, Juan",,1639.0,['es'],25,"{'Spanish drama -- Classical period, 1500-1700'}",
52821,PG57593,De Koning der Zee,"Westerman, Percy F. (Percy Francis)",1876.0,1959.0,['nl'],14,"{'Sea stories', 'Warships -- Great Britain -- Juvenile fiction', 'Pirates -- Juvenile fiction'}",
52837,PG57607,"La fabrique de mariages, Vol. 4","Féval, Paul",1817.0,1887.0,['fr'],11,{'French fiction -- 19th century'},
52846,PG57615,"Fabulae, virginibus puerisque aut narrandae aut recitandae","Appleton, R. B. (Reginald Bainbridge)",1886.0,1938.0,['la'],26,"{'Short stories, Latin', 'Latin language -- Study and teaching'}",
52853,PG57621,Zeniths Kokbok: En samling recept för användning av Zeniths margarin,"Borgh, Anna",,,['sv'],13,"{'Margarine', 'Cooking, Swedish'}",
52854,PG57622,Från vargtider och vallpojksår: En samling minnen från forna dagars Östra Nyland,"Bengts, Josefina",1875.0,1925.0,['sv'],6,"{'Swedish fiction', 'Short stories, Swedish'}",
52861,PG57629,Lucian's Dialogues prepared for schools,"Lucian, of Samosata",120.0,180.0,['el'],25,"{'Greek language -- Study and teaching', 'Dialogues, Greek'}",
52866,PG57633,Vankeuteni,"Pellico, Silvio",1789.0,1854.0,['fi'],4,"{'Authors, Italian -- 19th century -- Biography', 'Spilberk (Brno, Czech Republic : Castle)', 'Milan (Italy) -- History -- 1535-1859 -- Sources', 'Carbonari -- History -- Sources', 'Pellico, Silvio, 1789-1854 -- Imprisonment', 'Political prisoners -- Italy -- Biography', 'Political prisoners -- Czech Republic -- Biography'}",
52869,PG57636,Die Technik der Lastenförderung einst und jetzt: Eine Studie über die Entwicklung der Hebemaschinen und ihren Einfluß auf Wirtschaftsleben und Kulturgeschichte,"Kammerer, Otto",1865.0,1951.0,['de'],69,{'Hoisting machinery'},
52882,PG57648,Romancero selecto del Cid,Anonymous,,,['es'],72,"{'Ballads, Spanish', 'Cid, approximately 1043-1099 -- Romances'}",
52889,PG57654,La Ilíada,Homer,-750.0,-650.0,['es'],156,"{'Trojan War', 'Epic poetry, Greek -- Translations into Spanish', 'Achilles (Mythological character)'}",
52890,PG57655,"L'amiral Du Casse, Chevalier de la Toison d'Or (1646-1715): Étude sur la France maritime et coloniale (règne de Louis XIV)","Du Casse, Robert Emmanuel Léon, baron",1849.0,,['fr'],16,"{'France -- History, Naval', 'France -- Colonies', 'Du Casse, Jean, 1646-1715'}",
52891,PG57656,Dictionnaire d'argot fin-de-siècle,"Virmaître, Charles",1835.0,1903.0,['fr'],84,{'French language -- Slang -- Dictionaries'},
52892,PG57657,Ontrein tarinoita,"Railo, Eino",1884.0,1948.0,['fi'],2,"{'Short stories, Finnish', 'Finnish fiction -- 20th century'}",
52897,PG57661,Helianth. Band 1: Bilder aus dem Leben zweier Menschen von heute und aus der norddeutschen Tiefebene,"Schaeffer, Albrecht",1885.0,1950.0,['de'],35,{'German fiction -- 20th century'},
52901,PG57665,Säilykekuningas,"Elvestad, Sven",1884.0,1934.0,['fi'],0,"{'Norwegian fiction -- Translations into Finnish', 'Norway -- Fiction'}",
52911,PG57674,Das Kind: Novelle,"Eckstein, Ernst",1845.0,1900.0,['de'],10,{'German fiction -- 19th century'},
52912,PG57675,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 7, De Los Pleitos de Colón, I",,,,['es'],10,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",
52914,PG57677,Im Schmetterlingsreich,"Olfers, Sibylle",1881.0,1916.0,['de'],19,"{'Picture books for children', 'Butterflies -- Juvenile fiction'}",
52925,PG57687,"La Mort de la Terre, roman, suivi de contes","Rosny, J.-H., aîné",1856.0,1940.0,['fr'],61,"{'Science fiction, French', 'Short stories, French'}",
52936,PG57697,Prometheus Geboeid,Aeschylus,-525.0,-456.0,['nl'],31,"{'Mythology, Greek -- Drama', 'Prometheus (Greek deity) -- Drama'}",
52937,PG57698,"De Talisman; of, Richard Leeuwenhard in Palestina","Scott, Walter",1771.0,1832.0,['nl'],17,"{'Richard I, King of England, 1157-1199 -- Fiction', 'Crusades -- Third, 1189-1192 -- Fiction', 'Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Fiction', 'Historical fiction', 'Knights and knighthood -- Fiction'}",
52953,PG57712,Proses moroses,"Gourmont, Remy de",1858.0,1915.0,['fr'],10,"{'Short stories, French', 'French fiction -- 19th century'}",
52958,PG57717,Jacopo Ortisin Viimeiset Kirjeet,"Foscolo, Ugo",1778.0,1827.0,['fi'],4,"{'Epistolary fiction', 'Italian fiction -- Translations into Finnish'}",
52960,PG57719,Les adevineaux amoureux,Anonymous,,,['fr'],17,"{'Riddles, French', 'French literature -- To 1500'}",
52969,PG57727,Arkansasin sissit: Seikkailuromaani suurilta ruoholakeuksilta,"Aimard, Gustave",1818.0,1883.0,['fi'],7,"{'Western stories', 'Frontier and pioneer life -- West (U.S.) -- Fiction', 'Arkansas -- Fiction', 'Trappers -- Fiction'}",
52973,PG57730,"Uit de ontwikkelingsgeschiedenis van het Menschelijk Denken, Deel 2 van 2","Casimir, R. (Rommert)",1877.0,1957.0,['nl'],13,{'Philosophy -- History'},
52985,PG57741,Der kleine Dämon,"Sologub, Fyodor",1863.0,1927.0,['de'],42,"{'Mental illness -- Fiction', 'Teachers -- Fiction', 'Russian fiction -- Translations into German', 'Russia -- Fiction'}",
52987,PG57743,"La fabrique de mariages, Vol. 5","Féval, Paul",1817.0,1887.0,['fr'],14,{'French fiction -- 19th century'},
52989,PG57745,"La forêt, ou l'abbaye de Saint-Clair (tome 1/3): traduit de l'anglais sur la seconde édition","Radcliffe, Ann Ward",1764.0,1823.0,['fr'],17,{'Gothic fiction'},
52990,PG57746,"La forêt, ou l'abbaye de Saint-Clair (tome 2/3): traduit de l'anglais sur la seconde édition","Radcliffe, Ann Ward",1764.0,1823.0,['fr'],9,{'Gothic fiction'},
52991,PG57747,"La forêt, ou l'abbaye de Saint-Clair (tome 3/3): traduit de l'anglais sur la seconde édition","Radcliffe, Ann Ward",1764.0,1823.0,['fr'],13,{'Gothic fiction'},
53008,PG57762,Les Musardises,"Rostand, Edmond",1868.0,1918.0,['fr'],25,{'French poetry -- 19th century'},
53011,PG57765,Vom sterbenden Rokoko,"Bartsch, Rudolf Hans",1873.0,1952.0,['de'],18,"{'Short stories, Austrian', 'Austrian fiction'}",
53012,PG57766,Le Sabotage,"Pouget, Emile",1860.0,1931.0,['fr'],14,"{'Working class', 'Sabotage', 'Labor movement', 'Labor'}",
