,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
20041,PG28078,"Adolphe : Anecdote trouvée dans les papiers d'un inconnu: Suivi de quelques réflexions sur le théâtre allemand et sur la tragédie de Wallstein, et de l'esprit de conquête et de l'usurpation","Constant, Benjamin",1767.0,1830.0,['fr'],8,"{'Militarism', 'Despotism', 'Theater -- Germany', 'France -- Social life and customs -- 19th century -- Fiction', 'Schiller, Friedrich, 1759-1805. Wallenstein', 'France -- Politics and government -- 1789-1815', 'Commitment (Psychology) -- Fiction'}",
20044,PG28080,"Œuvres complètes de lord Byron, Tome 02: comprenant ses mémoires publiés par Thomas Moore","Byron, George Gordon Byron, Baron",1788.0,1824.0,['fr'],72,{'English literature -- Translations into French'},
20045,PG28081,"Œuvres complètes de lord Byron, Tome 04: comprenant ses mémoires publiés par Thomas Moore","Byron, George Gordon Byron, Baron",1788.0,1824.0,['fr'],41,{'English literature -- Translations into French'},
20046,PG28082,"Œuvres complètes de lord Byron, Tome 05: comprenant ses mémoires publiés par Thomas Moore","Byron, George Gordon Byron, Baron",1788.0,1824.0,['fr'],45,{'English literature -- Translations into French'},
20047,PG28083,Semper der Jüngling,"Schmidt, Otto Ernst",1862.0,1926.0,['de'],21,{'German fiction'},
20049,PG28085,"In Griekenland: De Aarde en haar Volken, 1909","Adossidès, A.",,,['nl'],15,{'Greece -- Description and travel'},
20050,PG28086,De moedige vrouw,"Key, Ellen",1849.0,1926.0,['nl'],6,{'Women -- Social and moral questions'},
20060,PG28095,Hengenvakuutus: Kertomus,"Hoffmann, Franz",1814.0,1882.0,['fi'],3,{'German fiction -- Translations into Finnish'},
20067,PG28100,Heilige Zeiten: Weihnachtsblätter,"Speidel, Ludwig",1830.0,1906.0,['de'],6,{'Christmas'},
20073,PG28106,Heath's Modern Language Series: Tres Comedias: Sin querer; De pequenas causas...; Los intereses creados,"Benavente, Jacinto",1866.0,1954.0,['es'],33,"{'Spanish drama', 'Comedies'}",
20081,PG28113,La passagère,"Chantepleure, G. (Guy)",1870.0,1951.0,['fr'],4,{'French fiction -- 20th century'},
20082,PG28114,Esclave... ou reine?,Delly,,,['fr'],11,{'French fiction'},
20089,PG28120,Eene Egyptische Koningsdochter: Historische Roman van George Ebers,"Ebers, Georg",1837.0,1898.0,['nl'],16,{'Egypt -- History -- To 332 B.C. -- Fiction'},
20090,PG28121,Anhelli,"Słowacki, Juliusz",1809.0,1849.0,['pl'],16,{'Polish poetry'},
20091,PG28122,Tractado da terra do Brasil: no qual se contem a informação das cousas que ha nestas; partes feito por P.º de Magalhaes,"Gandavo, Pero de Magalhães",,1576.0,['pt'],31,{'Brazil'},
20093,PG28124,Le Médecin des Dames de Néans,"Boylesve, René",1867.0,1926.0,['fr'],19,{'French fiction -- 19th century'},
20096,PG28127,O presbyterio da montanha,"Castilho, Antonio Feliciano de",1800.0,1875.0,['pt'],22,{'Portuguese literature -- 19th century'},
20097,PG28128,"Noites de insomnia, offerecidas a quem não póde dormir. Nº 08 (de 12)","Castelo Branco, Camilo",1825.0,1890.0,['pt'],6,{'Portuguese literature -- 19th century'},
20115,PG28144,I manifesti del futurismo,"Marinetti, F. T.",1876.0,1944.0,['it'],69,"{'Futurism (Art)', 'Futurism (Literary movement)'}",
20122,PG28150,Le Pèlerin amoureux,"Shakespeare, William",1564.0,1616.0,['fr'],7,"{'Shakespeare, William, 1564-1616 -- Translations into French'}",
20123,PG28151,Tout est bien qui finit bien,"Shakespeare, William",1564.0,1616.0,['fr'],18,"{'Florence (Italy) -- Drama', 'Married women -- Drama', 'Comedies', 'Runaway husbands -- Drama'}",
20125,PG28153,Grażyna: Powieść Litewska,"Mickiewicz, Adam",1798.0,1855.0,['pl'],0,{'Poetry'},
20126,PG28154,Petronio: Peça livremente extrahida do romance Quo Vadis de Henryk Sienkiewicz,"Mesquita, Marcelino",1856.0,1919.0,['pt'],11,"{'Rome -- History -- Nero, 54-68 -- Drama'}",
20127,PG28155,"Noites de insomnia, offerecidas a quem não póde dormir. Nº 09 (de 12)","Castelo Branco, Camilo",1825.0,1890.0,['pt'],9,{'Portuguese literature -- 19th century'},
20131,PG28159,Rahan valtaa: Huvinäytelmä 1:ssä näytöksessä,"Haapanen, Emmi",1866.0,1947.0,['fi'],4,{'Finnish drama -- 19th century'},
20141,PG28168,Żywila: Powiastka z Dziejów Litewskich,"Mickiewicz, Adam",1798.0,1855.0,"['fr', 'pl']",15,"{'Polish fiction', 'Short stories', 'Polish fiction -- Translations into French'}",
20149,PG28175,De lelie van 's-Gravenhage,"Cremer, Jacobus Jan",1827.0,1880.0,['nl'],15,"{'Historical fiction', 'Dutch fiction'}",
20150,PG28176,"Mémoires de Constant, premier valet de chambre de l'empereur, sur la vie privée de Napoléon, sa famille et sa cour.","Wairy, Louis Constant",1778.0,1845.0,['fr'],104,"{'Napoleon I, Emperor of the French, 1769-1821 -- Relations with valets', 'Valets -- France -- Biography', 'Wairy, Louis Constant, 1778-1845', 'Napoleon I, Emperor of the French, 1769-1821', 'Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries'}",
20156,PG28181,"Van Smyrna naar Holland in oorlogstijd: De Aarde en haar Volken, 1917","Poel, Betsy van der",,,['nl'],7,"{'Voyages and travels', 'Turkey -- Description and travel'}",
20157,PG28182,"Een en ander over het dorpsleven in Transvaal: De Aarde en haar Volken, 1917",Uitlander,,,['nl'],3,{'South Africa -- Description and travel'},
20171,PG28195,"De Ziel van het Noorden: De Aarde en haar Volken, 1917","Bertolini, Gino",,,['nl'],3,{'Scandinavia -- Description and travel'},
20178,PG28200,"Renan, Taine, Michelet: Les maîtres de l'histoire","Monod, Gabriel",1844.0,1912.0,['fr'],8,"{'Taine, Hippolyte, 1828-1893', 'Historians -- France', 'Michelet, Jules, 1798-1874', 'Renan, Ernest, 1823-1892'}",
20179,PG28201,"Noites de insomnia, offerecidas a quem não póde dormir. Nº 10 (de 12)","Castelo Branco, Camilo",1825.0,1890.0,['pt'],6,{'Portuguese literature -- 19th century'},
20180,PG28202,"Λουκιανός - Άπαντα, Τόμος Πέμπτος","Lucian, of Samosata",120.0,180.0,['el'],9,"{'Lucian, of Samosata -- Translations into Modern Greek'}",
20184,PG28206,"Noites de insomnia, offerecidas a quem não póde dormir. Nº 11 (de 12)","Castelo Branco, Camilo",1825.0,1890.0,['pt'],10,{'Portuguese literature -- 19th century'},
20185,PG28207,"Noites de insomnia, offerecidas a quem não póde dormir. Nº 12 (de 12)","Castelo Branco, Camilo",1825.0,1890.0,['pt'],5,{'Portuguese literature -- 19th century'},
20188,PG2820,La Fin Des Livres,"Robida, Albert",1848.0,1926.0,"['en', 'fr']",78,{'Bibliomania'},
20189,PG28210,Alfred de Musset,"Barine, Arvède",1840.0,1908.0,['fr'],8,"{'Musset, Alfred de, 1810-1857'}",
20190,PG28211,Alfred de Musset et George Sand: dessins par Alfred de Musset,"Clouard, Maurice",1857.0,,['fr'],11,"{'Sand, George, 1804-1876', 'Musset, Alfred de, 1810-1857'}",
20191,PG28212,La vistosa,"Picón, Jacinto Octavio",1852.0,1923.0,['es'],13,"{'Short stories, Spanish', 'Spanish fiction'}",
20196,PG28217,Dante et Goethe : dialogues,"Stern, Daniel",1805.0,1876.0,['fr'],7,"{'Goethe, Johann Wolfgang von, 1749-1832 -- Knowledge -- Literature', 'Dante Alighieri, 1265-1321 -- Influence'}",
20198,PG28219,Advice to Young Musicians. Musikalische Haus- und Lebens-Regeln,"Schumann, Robert",1810.0,1856.0,"['de', 'en']",139,{'Music -- Instruction and study'},
20200,PG28220,Jenseits des Lustprinzips,"Freud, Sigmund",1856.0,1939.0,['de'],115,"{'Pleasure principle (Psychology)', 'Psychoanalysis'}",
20204,PG28224,"Achter den Sluier in Perzië en Turksch Arabië: De Aarde en haar Volken, 1917","Hume-Griffith, M. E.",,,['nl'],7,"{'Iran -- Social life and customs', 'Arabian Peninsula -- Social life and customs'}",
20207,PG28227,Les règles de Cicco Simonetta pour le déchiffrement des écritures secrètes,"Simonetta, Cicco",1410.0,1480.0,['fr'],5,{'Cryptography'},
20211,PG28230,"Conséquences du système de cour établi sous François 1er: Première livraison contenant l'histoire politique des grands offices de la maison et couronne de France, des dignités de la cour, et particulièrement des marquis, et du système nobiliaire depuis François premier","Roederer, P.-L. (Pierre-Louis)",1754.0,1835.0,['fr'],12,"{'France -- Court and courtiers', 'France -- History -- Francis I, 1515-1547'}",
20212,PG28231,Ninnoli,"Rovetta, Gerolamo",1854.0,1910.0,['it'],2,"{'Short stories, Italian', 'Italian fiction -- 19th century'}",
20214,PG28233,Philosophiae Naturalis Principia Mathematica,"Newton, Isaac",1642.0,1727.0,['la'],930,"{'Celestial mechanics -- Early works to 1800', 'Mechanics -- Early works to 1800'}",
20219,PG28238,Veljekset: Uutelo,"Gummerus, K. J. (Kaarle Jaakko)",1840.0,1898.0,['fi'],5,{'Finnish fiction -- 19th century'},
20225,PG28243,Nach Amerika! Ein Volksbuch. Vierter Band,"Gerstäcker, Friedrich",1816.0,1872.0,['de'],12,"{'German Americans -- Fiction', 'Immigrants -- Fiction'}",
20231,PG28249,Histoire Médicale de l'Armée d'Orient. Volume 2,"Desgenettes, R. (René)",1762.0,1837.0,['fr'],13,"{'Egypt -- History -- French occupation, 1798-1801', 'France. Armée -- Sanitary affairs', 'Medical geography -- Egypt', 'Medicine, Military -- France'}",
20237,PG28254,Napoléon et Alexandre Ier (1/3): L'alliance russe sous le premier Empire,"Vandal, Albert",1853.0,1910.0,['fr'],40,"{'Russia -- Foreign relations -- 1801-1825', 'Napoleon I, Emperor of the French, 1769-1821 -- Relations with Russians', 'France -- Foreign relations -- Russia', 'Russia -- Foreign relations -- France', 'France -- Foreign relations -- 1792-1815'}",
20241,PG28258,À terre & en l'air...: Mémoires du Géant,"Nadar, Félix",1820.0,1910.0,['fr'],25,{'Balloon ascensions'},
20242,PG28259,Natuur en Menschen in Indië,"Wit, Augusta de",1864.0,1939.0,['nl'],32,{'Indonesia -- Description and travel'},
20264,PG28279,Woher die Kindlein kommen,"Hoppeler, Hans",1879.0,1945.0,['de'],9,{'Sex instruction for children'},
20266,PG28280,Reise in die Aequinoctial-Gegenden des neuen Continents. Band 3.,"Humboldt, Alexander von",1769.0,1859.0,['de'],43,"{'Natural history -- South America', 'South America -- Description and travel'}",
20267,PG28281,Cecilia Valdés o la Loma del Ángel,"Villaverde, Cirilo",1812.0,1894.0,['es'],76,{'Cuba -- Fiction'},
20272,PG28286,"Les Contemporains, 6ème Série: Études et Portraits Littéraires","Lemaître, Jules",1853.0,1914.0,['fr'],42,"{'Authors, French', 'French literature -- 19th century -- History and criticism'}",
20277,PG28290,Väsyneen haudalla: Alkuperäinen novelli,"Karikko, Kaarle",1842.0,1916.0,['fi'],6,{'Finnish fiction -- 19th century'},
20283,PG28296,Rozmowa Pòlocha z Kaszëbą,"Ceynowa, Florian Stanisław",1817.0,1881.0,"['pl', 'csb']",18,{'Kashubian literature -- 19th century'},
20300,PG28310,Scenas da Foz,"Castelo Branco, Camilo",1825.0,1890.0,['pt'],8,{'Portuguese literature -- 19th century'},
20307,PG28317,La Francia dal primo impero al 1871. Volume 2,"Treitschke, Heinrich von",1834.0,1896.0,['it'],6,{'France -- History -- 1789-1900'},
20312,PG28321,L'undecimo comandamento: Romanzo,"Barrili, Anton Giulio",1836.0,1908.0,['it'],12,{'Fiction'},
20316,PG28325,"Gli 'ismi' contemporanei: (Verismo, Simbolismo, Idealismo, Cosmopolitanismo) ed altri saggi di critica letteraria ed artistica","Capuana, Luigi",1839.0,1915.0,['it'],14,{'Romance literature'},
20324,PG28332,Journal d'une femme de cinquante ans (1/2),"La Tour du Pin Gouvernet, Henriette Lucie Dillon, marquise de",1770.0,1853.0,['fr'],13,"{'France -- Social life and customs -- 18th century', 'United States -- Social life and customs -- 1783-1865', 'France -- Social life and customs -- 19th century', 'Nobility -- France -- Diaries', 'La Tour du Pin Gouvernet, Henriette Lucie Dillon, marquise de, 1770-1853 -- Diaries'}",
20334,PG28341,"Da terra à lua, viagem directa em 97 horas e 20 minutos","Verne, Jules",1828.0,1905.0,['pt'],31,"{'Moon -- Fiction', 'Space flight to the moon -- Fiction', 'Space ships -- Fiction', 'Manned space flight -- Fiction', 'Science fiction'}",
20336,PG28343,"Rahvaan tytär, miljoonain hallitsija: Historiallinen kertomus","Gummerus, K. J. (Kaarle Jaakko)",1840.0,1898.0,['fi'],1,"{'Historical fiction', 'Finnish fiction -- 19th century'}",
20341,PG28348,Inscripções portuguezas,"Cordeiro, Luciano",1844.0,1900.0,['pt'],1,"{'Sepulchral monuments -- Portugal', 'Architectural inscriptions -- Portugal'}",
20348,PG28354,O Renegado a António Rodrigues Sampaio: carta ao Velho Pamphletario sobre a perseguição da imprensa,"Leal, António Duarte Gomes",1848.0,1921.0,['pt'],13,{'Poetry'},
20349,PG28355,La tabernaria,"Porta, Giambattista della",,1615.0,['it'],2,{'Italian drama'},
20352,PG28358,Le roi du Klondike,"Auzias-Turenne, Raymond",1861.0,1940.0,['fr'],16,{'Klondike River Valley (Yukon) -- Gold discoveries -- Fiction'},
20359,PG28364,Bases para a unificação da ortografia que deve ser adoptada nas escolas e publicações oficiais,Anonymous,,,['pt'],17,{'Portuguese language -- Orthography and spelling'},
20363,PG28368,La sorella,"Porta, Giambattista della",,1615.0,['it'],5,{'Italian drama'},
20366,PG28370,"Nouvelle géographie universelle (1/19): I L'Europe meridionale (Grèce, Turquie, Roumanie, Serbie, Italie, Espagne et Portugal)","Reclus, Elisée",1830.0,1905.0,['fr'],93,"{'Geography', 'Europe, Southern'}",
20367,PG28371,Le avventure d'Alice nel paese delle meraviglie,"Carroll, Lewis",1832.0,1898.0,['it'],197,"{'Alice (Fictitious character from Carroll) -- Juvenile fiction', 'Fantasy fiction', ""Children's stories"", 'Imaginary places -- Juvenile fiction'}",
20368,PG28372,La carbonaria,"Porta, Giambattista della",,1615.0,['it'],5,{'Italian drama'},
20369,PG28373,"Mémoires d'une contemporaine. Tome 1: Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",1778.0,1845.0,['fr'],9,{'France -- History -- 1789-1815'},
20370,PG28374,Tra cielo e terra: Romanzo,"Barrili, Anton Giulio",1836.0,1908.0,['it'],16,{'Fiction'},
20376,PG2837,Lendas do sul,"Lopes Neto, J. Simões (João Simões)",1865.0,1916.0,['pt'],15,{'Indians of South America -- Brazil -- Folklore'},
20387,PG2838,De Beurs Lacht,"Heine, Heinrich",1797.0,1856.0,['nl'],7,{'Stock exchanges -- France -- Paris -- History -- 19th century'},
20395,PG28397,La Navigation Aérienne L'aviation Et La Direction Des Aérostats Dans Les Temps Anciens Et Modernes,"Tissandier, Gaston",1843.0,1899.0,['fr'],77,{'Aeronautics -- History'},
20397,PG28399,Four Plays of Gil Vicente,"Vicente, Gil",,,"['en', 'pt']",101,{'Portuguese drama'},
20398,PG2839,Franse Toestanden,"Heine, Heinrich",1797.0,1856.0,['nl'],0,{'Cholera -- France -- Paris -- History -- 19th century'},
20403,PG28403,Racconti umoristici: In cerca di morte; Re per ventiquattrore,"Tarchetti, Iginio Ugo",1841.0,1869.0,['it'],17,{'Italian fiction -- 19th century'},
20408,PG28408,"Comedias: El remedio en la desdicha; El mejor alcalde, el rey","Vega, Lope de",1562.0,1635.0,['es'],28,{'Spanish drama'},
20410,PG2840,De Franse Pers,"Heine, Heinrich",1797.0,1856.0,['nl'],1,{'Journalism -- France -- History -- 19th century'},
20412,PG28411,Deutsche Lyrik seit Liliencron,,,,['de'],52,{'German poetry -- 19th century'},
20413,PG28412,La race future,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,['fr'],10,"{'Utopias -- Fiction', 'Civilization, Subterranean -- Fiction', 'Utopian fiction', 'Science fiction', 'Underground areas -- Fiction'}",
20415,PG28414,Theatro de João d'Andrade Corvo - I: O Alliciador - O Astrologo,"Corvo, João de Andrade",1824.0,1890.0,['pt'],6,{'Portuguese drama'},
20429,PG28427,"Mémoires du prince de Talleyrand, Volume 2 (of 5)","Talleyrand-Périgord, Charles Maurice de, prince de Bénévent",1754.0,1838.0,['fr'],41,"{'France -- History', 'Choiseul, Etienne-François, duc de, 1719-1785'}",
20431,PG28429,"Mémoires d'une contemporaine. Tome 2: Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",1778.0,1845.0,['fr'],5,{'France -- History -- 1789-1815'},
20433,PG28430,"Filosofía Fundamental, Tomo IV","Balmes, Jaime Luciano",1810.0,1848.0,['es'],21,{'Philosophy'},
20475,PG28469,Don Quichot van La Mancha,"Cervantes Saavedra, Miguel de",1547.0,1616.0,['nl'],197,"{'Knights and knighthood -- Spain -- Fiction', 'Picaresque literature', 'Spain -- Social life and customs -- 16th century -- Fiction', 'Romances'}",
20480,PG28473,Boken om lille-bror: Ett äktenskaps roman,"Geijerstam, Gustaf af",1858.0,1909.0,['sv'],20,"{'Married people -- Fiction', 'Domestic fiction', 'Sweden -- Fiction'}",
20493,PG28485,"Voyage autour du monde par la frégate du roi La Boudeuse et la flûte L'Étoile, en 1766, 1767, 1768 & 1769.","Bougainville, Louis-Antoine de, comte",1729.0,1811.0,['fr'],16,"{'Oceania -- Discovery and exploration', 'Boudeuse (Frigate)', 'Voyages around the world', 'Etoile (Ship)'}",
20495,PG28487,Cjantaclàr e Partelote,"Chaucer, Geoffrey",1342.0,1400.0,['fur'],17,{'Christian pilgrims and pilgrimages -- Poetry'},
20503,PG28494,Die Kernpunkte der sozialen Frage in den Lebensnotwendigkeiten der Gegenwart und Zukunft,"Steiner, Rudolf",1861.0,1925.0,['de'],11,{'Social sciences'},
20531,PG28519,L'Exilée,Delly,,,['fr'],9,{'French fiction'},
20535,PG28523,Miss Rovel,"Cherbuliez, Victor",1829.0,1899.0,['fr'],5,{'French fiction -- 19th century'},
20537,PG28525,Het Geld van Robinson Crusoe: Populaire uiteenzetting omtrent den oorsprong en het gebruik van geld als ruilmiddel,"Wells, David Ames",1828.0,1898.0,['nl'],16,"{'Money', 'Currency question -- United States'}",
20538,PG28526,Othello,"Dubarry, Gustave",,,['pt'],21,"{'Venice (Italy) -- Fiction', 'Interracial marriage -- Fiction', 'Muslims -- Fiction', 'Othello (Fictitious character) -- Fiction', 'Jealousy -- Fiction', 'Shakespeare, William, 1564-1616 -- Adaptations'}",
20547,PG28534,"Œuvres complètes de lord Byron, Tome 06: comprenant ses mémoires publiés par Thomas Moore","Byron, George Gordon Byron, Baron",1788.0,1824.0,['fr'],18,{'English literature -- Translations into French'},
20552,PG28539,Om Lars Johansson (Lucidor den olycklige): Litteraturhistoriskt utkast,"Linck, Josef",,,['sv'],3,"{'Lucidor, Lasse, 1638-1674'}",
20556,PG28542,Descripción de la Patagonia y de las Partes Adyacentes de la América Meridional,"Falkner, Thomas",1707.0,1784.0,['es'],6,"{'Patagonia (Argentina and Chile) -- Description and travel', 'Pampas (Argentina)', 'Indians of South America -- Patagonia (Argentina and Chile)', 'Moluche dialect', 'Falkland Islands'}",
20574,PG28559,Aux mines d'or du Klondike: du lac Bennett à Dawson City,"Boillot, Léon",,,['fr'],24,"{'Klondike River Valley (Yukon) -- Gold discoveries', 'Alaska -- History', 'Gold mines and mining'}",
20576,PG28560,Een Kerstlied in Proza,"Dickens, Charles",1812.0,1870.0,['nl'],7,"{'Misers -- Fiction', 'Scrooge, Ebenezer (Fictitious character) -- Fiction', 'London (England) -- Fiction', 'Ghost stories', 'Sick children -- Fiction', 'Poor families -- Fiction', 'Christmas stories'}",
20584,PG28568,L'oiseau,"Michelet, Jules",1798.0,1874.0,['fr'],37,{'Birds'},
20595,PG28578,Dictionnaire des barbarismes et des solécismes,"Boucher-Belleville, Jean-Philippe",,,['fr'],14,"{'Canadianisms, French -- Dictionaries', 'French language -- Usage -- Dictionaries'}",
20599,PG28581,De Geschiedenis van het Grieksche Volk,"Tappan, Eva March",1854.0,1930.0,['nl'],6,{'Greece -- History'},
20600,PG28582,De economische toestand der vrouw: Een studie over de economische verhouding tusschen mannen en vrouwen als een factor in de sociale evolutie,"Gilman, Charlotte Perkins",1860.0,1935.0,['nl'],5,"{'Women -- Social and moral questions', 'Women -- Employment', 'Women -- Economic conditions'}",
20602,PG28584,O Inferno,"Callet, Auguste",1812.0,1883.0,['pt'],13,{'Hell'},
20606,PG28588,Kertomuksia historiasta ja elämästä : lapsille ja nuorisolle,Various,,,['fi'],3,"{'Biography -- Juvenile literature', 'History -- Juvenile literature'}",
20611,PG28592,El pecado y la noche,"Hoyos y Vinent, Antonio de",1885.0,1940.0,['es'],32,{'Spanish literature'},
20623,PG28602,Ceci n'est pas un conte,"Diderot, Denis",1713.0,1784.0,['fr'],27,"{'Short stories, French', 'French fiction -- 18th century'}",
20624,PG28603,Les deux amis de Bourbonne,"Diderot, Denis",1713.0,1784.0,['fr'],19,"{'Short stories, French', 'French fiction -- 18th century'}",
20625,PG28604,Entretien d'un père avec ses enfants,"Diderot, Denis",1713.0,1784.0,['fr'],38,"{'Short stories, French', 'French fiction -- 18th century'}",
20626,PG28605,L'oiseau blanc: conte bleu,"Diderot, Denis",1713.0,1784.0,['fr'],25,{'French fiction -- 18th century'},
20627,PG28606,"Λουκιανός - Άπαντα, Τόμος Έκτος","Lucian, of Samosata",120.0,180.0,['el'],27,"{'Lucian, of Samosata -- Translations into Modern Greek'}",
20632,PG28610,Singoalla,"Rydberg, Viktor",1828.0,1895.0,['sv'],10,"{'Romanies -- Fiction', 'Middle Ages -- Fiction', 'Man-woman relationships -- Fiction'}",
20633,PG28611,Polarforskningen,"Nathorst, A. G. (Alfred Gabriel)",1850.0,1921.0,['sv'],2,{'Polar regions -- Discovery and exploration'},
20643,PG28620,Helena Wrede: Romanttinen kertomus Kustaavi II Adolfin ajalta,"Mellin, G. H. (Gustaf Henrik)",1803.0,1876.0,['fi'],1,{'Swedish fiction -- Translations into Finnish'},
20645,PG28622,"Œuvres complètes de lord Byron, Tome 07: comprenant ses mémoires publiées par Thomas Moore","Byron, George Gordon Byron, Baron",1788.0,1824.0,['fr'],25,{'English literature -- Translations into French'},
20646,PG28623,Le poëme de Myrza - Hamlet,"Sand, George",1804.0,1876.0,['fr'],12,"{'Shakespeare, William, 1564-1616. Hamlet', 'Short stories, French', 'French fiction -- 19th century'}",
20647,PG28624,"Mémoires d'une contemporaine. Tome 3: Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",1778.0,1845.0,['fr'],4,{'France -- History -- 1789-1815'},
20649,PG28626,"Ηθικά Νικομάχεια, Τόμος Πρώτος",Aristotle,-384.0,-322.0,['el'],63,{'Ethics'},
20663,PG28639,Talitha: evangelho em tres actos,Pinto da Rocha,,1930.0,['pt'],5,{'Brazilian drama'},
20665,PG28640,"O amor offendido, e vingado",Unknown,,,['pt'],5,"{'Short stories', 'Fiction'}",
20684,PG28658,Καλαμιές στον άνεμο,"Deledda, Grazia",1871.0,1936.0,['el'],96,"{'Farms, Small -- Italy -- Sardinia -- Fiction', 'Superstition -- Religious aspects -- Italy -- Fiction', 'Peasants -- Italy -- Fiction', 'Domestic fiction', 'Sisters -- Fiction', 'Nephews -- Fiction', 'Sardinia (Italy) -- Fiction'}",
20688,PG28661,Paul ja Virginia,"Saint-Pierre, Bernardin de",1737.0,1814.0,['fi'],1,"{'Mauritius -- Fiction', 'Love stories', 'Charity -- Fiction', 'Death -- Fiction', 'Slavery -- Fiction', 'Shipwrecks -- Fiction', 'Friendship -- Fiction'}",
20691,PG28664,Langsam-Schnellzüge in Österreich,Ignotus,,,['de'],12,{'Railroads -- Austria -- History'},
20714,PG28685,Kuuriruhtinas ja Raharuhtinas,"Mühlbach, L. (Luise)",1814.0,1873.0,['fi'],2,{'Historical fiction'},
20721,PG28691,Contos do Norte,"Carvalho, João Marques de",1866.0,1910.0,['pt'],29,"{'Short stories', 'Fiction'}",
20722,PG28692,Vida de Takla Haymanot,"Almeida, Manuel de",1580.0,1646.0,['pt'],16,"{'Takla Haymanot, Saint'}",
20734,PG28702,Avicenne,"Carra de Vaux, Bernard",1867.0,1953.0,['fr'],30,"{'Philosophy, Arab', 'Avicenna, 980-1037'}",
20739,PG28707,Na Guella do Leão,"Sabugosa, António Maria José de Melo César e Meneses, conde de",1854.0,1923.0,['pt'],11,{'Portuguese literature -- 19th century'},
20747,PG28714,唐才子傳,"Xin, Wenfang, active 13th century-14th century",,,['zh'],16,"{'Poets, Chinese -- Tang dynasty, 618-907 -- Biography'}",
20748,PG28715,"De Boeventaal: Zakwoordenboekje van het Bargoensch, of De taal van de jongens van de vlakte","Köster Henke, W. L. H.",,,['nl'],31,"{'Dutch language -- Slang', 'Languages, Secret'}",
20751,PG28718,"Les crimes de l'amour: Précédé d'un avant-propos, suivi des idées sur les romans, de l'auteur des crimes de l'amour à Villeterque, d'une notice bio-bibliographique du marquis de Sade: l'homme et ses écrits et du discours prononcé par le marquis de Sade à la section des piques.","Sade, marquis de",1740.0,1814.0,['fr'],184,"{'Erotic literature, French'}",
20754,PG28720,"The Esperantist, Vol. 1, No. 1",,,,"['en', 'eo']",12,{'Esperanto -- Periodicals'},
20755,PG28721,"The Esperantist, Vol. 1, No. 2",,,,"['en', 'eo']",20,{'Esperanto -- Periodicals'},
20782,PG28746,"Het Leven der Dieren: Deel 2, Hoofdstuk 01: De Boomvogels.","Brehm, Alfred Edmund",1829.0,1884.0,['nl'],30,{'Animals'},
20788,PG28751,Gösta Berling: Erzählungen aus dem alten Wermland,"Lagerlöf, Selma",1858.0,1940.0,['de'],27,{'Swedish fiction -- Translations into German'},
20796,PG28759,Neiti Klairon,"Mühlbach, L. (Luise)",1814.0,1873.0,['fi'],1,"{'German fiction -- Translations into Finnish', 'Clairon, Mlle, 1723-1803 -- Fiction', 'Actresses -- Fiction', 'Historical fiction'}",
20818,PG28779,Ο Γήταυρος: Δράμα,"Golfis, Rigas",1886.0,1958.0,['el'],5,{'Drama'},
20824,PG28785,La baraonda,"Rovetta, Gerolamo",1854.0,1910.0,['it'],7,{'Italian fiction -- 19th century'},
20825,PG28786,Il processo Bartelloni,Jarro,1849.0,1915.0,['it'],3,{'Italian fiction -- 19th century'},
20826,PG28787,"Mémoires d'une contemporaine. Tome 4: Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",1778.0,1845.0,['fr'],6,{'France -- History -- 1789-1815'},
20827,PG28788,Jeux et exercices des jeunes filles,"Du Parquet, Marguerite, active 19th century",,,['fr'],77,"{'Young women', 'Games'}",
20828,PG28789,"Histoire amoureuse des Gaules; suivie des Romans historico-satiriques du XVIIe siècle, Tome II","Bussy, Roger de Rabutin, comte de",1618.0,1693.0,['fr'],48,"{'Erotic literature', 'France -- Court and courtiers'}",
20870,PG28827,La religieuse,"Diderot, Denis",1713.0,1784.0,['fr'],82,"{'Nuns -- Fiction', 'France -- Social life and customs -- Fiction', 'Convents -- Fiction'}",
20871,PG28828,"Œuvres complètes de lord Byron, Tome 08: comprenant ses mémoires publiés par Thomas Moore","Byron, George Gordon Byron, Baron",1788.0,1824.0,['fr'],9,{'English literature -- Translations into French'},
20872,PG28829,"Mémoires d'une contemporaine. Tome 5: Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",1778.0,1845.0,['fr'],4,{'France -- History -- 1789-1815'},
20910,PG28863,Der Dichter und das Phantasieren,"Freud, Sigmund",1856.0,1939.0,['de'],44,"{'Creative ability', 'Fantasy literature', 'Psychoanalysis'}",
